"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1177293001 DUP FOR [SPT10343]","2","10/09/2017 10:18","1420054","DUP","","10/12/2017 12:00","10/13/2017 16:00","SPT10343","","","","Total Solids",".","PCT_Solids","N","SM21 2540G",94.8,"=","",,,"%",1,1,1,94.8,,,,,,100.6,0.53,0,15,3,"","Solids",1200,2,"MWJ",,,
"","1177293003 DUP FOR [SPT10343]","2","10/09/2017 10:09","1420055","DUP","","10/12/2017 12:00","10/13/2017 16:00","SPT10343","","","","Total Solids",".","PCT_Solids","N","SM21 2540G",93.2,"=","",,,"%",1,1,1,93.2,,,,,,101.1,1.1,0,15,3,"","Solids",1200,2,"MWJ",,,
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1,1,2-Tetrachloroethane",".","630-20-6","N","SW8260C",1030,"=","",,13.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,104,78,125,0,,,,3,"","Volatile GC/MS",90,33,"NRO",26.5,13.3,8.22
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1,1-Trichloroethane",".","71-55-6","N","SW8260C",1070,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,108,73,130,0,,,,3,"","Volatile GC/MS",90,70,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1,2,2-Tetrachloroethane",".","79-34-5","N","SW8260C",1190,"=","",,8.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,120,70,124,0,,,,3,"","Volatile GC/MS",90,24,"NRO",16.6,8.3,5.17
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1,2-Trichloroethane",".","79-00-5","N","SW8260C",977,"=","",,6.65,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98.4,78,121,0,,,,3,"","Volatile GC/MS",90,86,"NRO",13.3,6.65,4.11
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1-Dichloroethane",".","75-34-3","N","SW8260C",947,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.5,76,125,0,,,,3,"","Volatile GC/MS",90,71,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1-Dichloroethene",".","75-35-4","N","SW8260C",941,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,94.9,70,131,0,,,,3,"","Volatile GC/MS",90,51,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,1-Dichloropropene",".","563-58-6","N","SW8260C",1020,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,103,76,125,0,,,,3,"","Volatile GC/MS",90,85,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2,3-Trichlorobenzene",".","87-61-6","N","SW8260C",909,"=","",,33.1,"ug/Kg",1,93.124,47.07615330684,76.3,,992,87.8,66,130,37.5,,,,3,"","Volatile GC/MS",90,88,"NRO",66.3,33.1,19.9
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2,3-Trichloropropane",".","96-18-4","N","SW8260C",1010,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,102,73,125,0,,,,3,"","Volatile GC/MS",90,42,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2,4-Trichlorobenzene",".","120-82-1","N","SW8260C",900,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,90.7,67,129,0,,,,3,"","Volatile GC/MS",90,22,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2,4-Trimethylbenzene",".","95-63-6","N","SW8260C",968,"=","",,33.1,"ug/Kg",1,93.124,47.07615330684,76.3,,992,97.5,75,123,0,,,,3,"","Volatile GC/MS",90,64,"NRO",66.3,33.1,19.9
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dibromo-3-chloropropane",".","96-12-8","N","SW8260C",979,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98.6,61,132,0,,,,3,"","Volatile GC/MS",90,25,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dibromoethane",".","106-93-4","N","SW8260C",1030,"=","",,6.65,"ug/Kg",1,93.124,47.07615330684,76.3,,992,104,78,122,0,,,,3,"","Volatile GC/MS",90,31,"NRO",13.3,6.65,4.11
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dichlorobenzene",".","95-50-1","N","SW8260C",935,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,94.2,78,121,0,,,,3,"","Volatile GC/MS",90,77,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dichloroethane",".","107-06-2","N","SW8260C",936,"=","",,6.65,"ug/Kg",1,93.124,47.07615330684,76.3,,992,94.4,73,128,0,,,,3,"","Volatile GC/MS",90,7,"NRO",13.3,6.65,4.11
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dichloroethane-D4 (surr)",".","17060-07-0","S","SW8260C",102,"=","",,0,"%",1,93.124,47.07615330684,76.3,,992,102,71,136,,,,,3,"","Volatile GC/MS",90,62,"NRO",0,0,0
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,2-Dichloropropane",".","78-87-5","N","SW8260C",949,"=","",,6.65,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.6,76,123,0,,,,3,"","Volatile GC/MS",90,84,"NRO",13.3,6.65,4.11
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,3,5-Trimethylbenzene",".","108-67-8","N","SW8260C",982,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99,73,124,0,,,,3,"","Volatile GC/MS",90,8,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,3-Dichlorobenzene",".","541-73-1","N","SW8260C",931,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,93.9,77,121,0,,,,3,"","Volatile GC/MS",90,87,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,3-Dichloropropane",".","142-28-9","N","SW8260C",976,"=","",,6.65,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98.3,77,121,0,,,,3,"","Volatile GC/MS",90,30,"NRO",13.3,6.65,4.11
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","1,4-Dichlorobenzene",".","106-46-7","N","SW8260C",951,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.8,75,120,0,,,,3,"","Volatile GC/MS",90,6,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","2,2-Dichloropropane",".","594-20-7","N","SW8260C",1070,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,108,67,133,0,,,,3,"","Volatile GC/MS",90,80,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","2-Butanone (MEK)",".","78-93-3","N","SW8260C",3060,"=","",,166,"ug/Kg",1,93.124,47.07615330684,76.3,,2975,103,51,148,0,,,,3,"","Volatile GC/MS",90,52,"NRO",331,166,103
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","2-Chlorotoluene",".","95-49-8","N","SW8260C",975,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98.3,75,122,0,,,,3,"","Volatile GC/MS",90,72,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","2-Hexanone",".","591-78-6","N","SW8260C",3110,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,2975,105,53,145,0,,,,3,"","Volatile GC/MS",90,83,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","4-Bromofluorobenzene (surr)",".","460-00-4","S","SW8260C",104,"=","",,0,"%",1,93.124,47.07615330684,76.3,,879,104,55,151,,,,,3,"","Volatile GC/MS",90,69,"NRO",0,0,0
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","4-Chlorotoluene",".","106-43-4","N","SW8260C",993,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,100,72,124,0,,,,3,"","Volatile GC/MS",90,9,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","4-Isopropyltoluene",".","99-87-6","N","SW8260C",1030,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,104,73,127,0,,,,3,"","Volatile GC/MS",90,14,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","4-Methyl-2-pentanone (MIBK)",".","108-10-1","N","SW8260C",2990,"=","",,166,"ug/Kg",1,93.124,47.07615330684,76.3,,2975,101,65,135,0,,,,3,"","Volatile GC/MS",90,12,"NRO",331,166,103
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Benzene",".","71-43-2","N","SW8260C",942,"=","",,8.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,94.9,77,121,0,,,,3,"","Volatile GC/MS",90,1,"NRO",16.6,8.3,5.17
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Bromobenzene",".","108-86-1","N","SW8260C",972,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98,78,121,0,,,,3,"","Volatile GC/MS",90,40,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Bromochloromethane",".","74-97-5","N","SW8260C",1020,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,103,78,125,0,,,,3,"","Volatile GC/MS",90,44,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Bromodichloromethane",".","75-27-4","N","SW8260C",1040,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,105,75,127,0,,,,3,"","Volatile GC/MS",90,50,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Bromoform",".","75-25-2","N","SW8260C",1010,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,102,67,132,0,,,,3,"","Volatile GC/MS",90,59,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Bromomethane",".","74-83-9","N","SW8260C",998,"=","",,133,"ug/Kg",1,93.124,47.07615330684,76.3,,992,101,53,143,0,,,,3,"","Volatile GC/MS",90,43,"NRO",265,133,82.2
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Carbon disulfide",".","75-15-0","N","SW8260C",1700,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,1494,114,63,132,0,,,,3,"","Volatile GC/MS",90,5,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Carbon tetrachloride",".","56-23-5","N","SW8260C",1030,"=","",,8.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,104,70,135,0,,,,3,"","Volatile GC/MS",90,32,"NRO",16.6,8.3,5.17
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Chlorobenzene",".","108-90-7","N","SW8260C",984,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99.2,79,120,0,,,,3,"","Volatile GC/MS",90,10,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Chloroethane",".","75-00-3","N","SW8260C",983,"=","",,133,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99,59,139,0,,,,3,"","Volatile GC/MS",90,48,"NRO",265,133,82.2
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Chloroform",".","67-66-3","N","SW8260C",1000,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,101,78,123,0,,,,3,"","Volatile GC/MS",90,34,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Chloromethane",".","74-87-3","N","SW8260C",318,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,32.1,50,136,0,,,,3,"","Volatile GC/MS",90,42,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","cis-1,2-Dichloroethene",".","156-59-2","N","SW8260C",959,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,96.7,77,123,0,,,,3,"","Volatile GC/MS",90,13,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","cis-1,3-Dichloropropene",".","10061-01-5","N","SW8260C",979,"=","",,8.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,98.6,74,126,0,,,,3,"","Volatile GC/MS",90,16,"NRO",16.6,8.3,5.17
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Dibromochloromethane",".","124-48-1","N","SW8260C",1020,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,102,74,126,0,,,,3,"","Volatile GC/MS",90,29,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Dibromomethane",".","74-95-3","N","SW8260C",920,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,92.7,78,125,0,,,,3,"","Volatile GC/MS",90,20,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Dichlorodifluoromethane",".","75-71-8","N","SW8260C",983,"=","",,33.1,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99.1,29,149,0,,,,3,"","Volatile GC/MS",90,47,"NRO",66.3,33.1,19.9
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Ethylbenzene",".","100-41-4","N","SW8260C",949,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.7,76,122,0,,,,3,"","Volatile GC/MS",90,3,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Freon-113",".","76-13-1","N","SW8260C",1620,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,1494,109,66,136,0,,,,3,"","Volatile GC/MS",90,99,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Hexachlorobutadiene",".","87-68-3","N","SW8260C",1540,"=","",,13.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,155,61,135,0,,,,3,"","Volatile GC/MS",90,81,"NRO",26.5,13.3,8.22
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Isopropylbenzene (Cumene)",".","98-82-8","N","SW8260C",1020,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,103,68,134,0,,,,3,"","Volatile GC/MS",90,82,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Methylene chloride",".","75-09-2","N","SW8260C",943,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95,70,128,0,,,,3,"","Volatile GC/MS",90,53,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Methyl-t-butyl ether",".","1634-04-4","N","SW8260C",1580,"=","",,66.5,"ug/Kg",1,93.124,47.07615330684,76.3,,1494,106,73,125,0,,,,3,"","Volatile GC/MS",90,15,"NRO",133,66.5,41.1
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Naphthalene",".","91-20-3","N","SW8260C",806,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,81.2,62,129,0,,,,3,"","Volatile GC/MS",90,57,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","n-Butylbenzene",".","104-51-8","N","SW8260C",1100,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,111,70,128,0,,,,3,"","Volatile GC/MS",90,4,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","n-Propylbenzene",".","103-65-1","N","SW8260C",1010,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,102,73,125,0,,,,3,"","Volatile GC/MS",90,17,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","o-Xylene",".","95-47-6","N","SW8260C",987,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99.4,77,123,0,,,,3,"","Volatile GC/MS",90,58,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","P & M -Xylene",".","P & M -Xylene","N","SW8260C",1990,"=","",,33.1,"ug/Kg",1,93.124,47.07615330684,76.3,,1979,100,77,124,0,,,,3,"","Volatile GC/MS",90,55,"NRO",66.3,33.1,19.9
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","sec-Butylbenzene",".","135-98-8","N","SW8260C",1040,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,105,73,126,0,,,,3,"","Volatile GC/MS",90,49,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Styrene",".","100-42-5","N","SW8260C",945,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.2,76,124,0,,,,3,"","Volatile GC/MS",90,18,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","tert-Butylbenzene",".","98-06-6","N","SW8260C",1020,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,103,73,125,0,,,,3,"","Volatile GC/MS",90,66,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Tetrachloroethene",".","127-18-4","N","SW8260C",965,"=","",,8.3,"ug/Kg",1,93.124,47.07615330684,76.3,,992,97.2,73,128,0,,,,3,"","Volatile GC/MS",90,27,"NRO",16.6,8.3,5.17
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Toluene",".","108-88-3","N","SW8260C",945,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,95.3,77,121,0,,,,3,"","Volatile GC/MS",90,2,"NRO",33.1,16.6,10.3
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","Toluene-d8 (surr)",".","2037-26-5","S","SW8260C",99.7,"=","",,0,"%",1,93.124,47.07615330684,76.3,,992,99.7,85,116,,,,,3,"","Volatile GC/MS",90,68,"NRO",0,0,0
"","1177302002 MS FOR [VXX31562]","2","10/10/2017 12:45","1421521","MS","","10/12/2017 14:04","10/19/2017 11:30","VMS17344","VXX31562","SW5035A","10/19/2017 06:00","trans-1,2-Dichloroethene",".","156-60-5","N","SW8260C",987,"=","",,16.6,"ug/Kg",1,93.124,47.07615330684,76.3,,992,99.5,74,125,0,,,,3,"","Volatile GC/MS",90,75,"NRO",33.1,16.6,10.3
