"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,1-Dichloroethene",".","75-35-4","N","SW8260C",896,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,112,70,131,0,3.1,0,20,3,"","Volatile GC/MS",90,51,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,1-Dichloropropene",".","563-58-6","N","SW8260C",834,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,76,125,0,4.2,0,20,3,"","Volatile GC/MS",90,85,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2,3-Trichlorobenzene",".","87-61-6","N","SW8260C",579,"=","",,26.4,"ug/Kg",1,51.726,26.519321935,97.1,,796,72.6,66,130,0,3.8,0,20,3,"","Volatile GC/MS",90,88,"NRO",52.8,26.4,15.8
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2,3-Trichloropropane",".","96-18-4","N","SW8260C",811,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,102,73,125,0,3.4,0,20,3,"","Volatile GC/MS",90,42,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2,4-Trichlorobenzene",".","120-82-1","N","SW8260C",610,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,72.5,67,129,0,2.2,0,20,3,"","Volatile GC/MS",90,22,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2,4-Trimethylbenzene",".","95-63-6","N","SW8260C",681,"=","",,26.4,"ug/Kg",1,51.726,26.519321935,97.1,,796,85.5,75,123,0,1.1,0,20,3,"","Volatile GC/MS",90,64,"NRO",52.8,26.4,15.8
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dibromo-3-chloropropane",".","96-12-8","N","SW8260C",714,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,796,89.6,61,132,0,1,0,20,3,"","Volatile GC/MS",90,25,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dibromoethane",".","106-93-4","N","SW8260C",790,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,99.1,78,122,0,3.7,0,20,3,"","Volatile GC/MS",90,31,"NRO",10.6,5.3,3.27
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dichlorobenzene",".","95-50-1","N","SW8260C",683,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,85.7,78,121,0,0.78,0,20,3,"","Volatile GC/MS",90,77,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dichloroethane",".","107-06-2","N","SW8260C",778,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,97.6,73,128,0,2.1,0,20,3,"","Volatile GC/MS",90,7,"NRO",10.6,5.3,3.27
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dichloroethane-D4 (surr)",".","17060-07-0","S","SW8260C",94.8,"=","",,0,"%",1,51.726,26.519321935,97.1,,796,94.8,71,136,,0.77,,,3,"","Volatile GC/MS",90,62,"NRO",0,0,0
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,2-Dichloropropane",".","78-87-5","N","SW8260C",843,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,106,76,123,0,3,0,20,3,"","Volatile GC/MS",90,84,"NRO",10.6,5.3,3.27
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,3,5-Trimethylbenzene",".","108-67-8","N","SW8260C",705,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,87.1,73,124,0,0.075,0,20,3,"","Volatile GC/MS",90,8,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,3-Dichlorobenzene",".","541-73-1","N","SW8260C",711,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,89.2,77,121,0,2.3,0,20,3,"","Volatile GC/MS",90,87,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,3-Dichloropropane",".","142-28-9","N","SW8260C",782,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,98.2,77,121,0,4.4,0,20,3,"","Volatile GC/MS",90,30,"NRO",10.6,5.3,3.27
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","1,4-Dichlorobenzene",".","106-46-7","N","SW8260C",734,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,92.1,75,120,0,3.1,0,20,3,"","Volatile GC/MS",90,6,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","2,2-Dichloropropane",".","594-20-7","N","SW8260C",896,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,112,67,133,0,3.6,0,20,3,"","Volatile GC/MS",90,80,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","2-Butanone (MEK)",".","78-93-3","N","SW8260C",2500,"=","",,132,"ug/Kg",1,51.726,26.519321935,97.1,,2389,104,51,148,0,1.2,0,20,3,"","Volatile GC/MS",90,52,"NRO",264,132,82.4
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","2-Chlorotoluene",".","95-49-8","N","SW8260C",706,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,88.6,75,122,0,1.2,0,20,3,"","Volatile GC/MS",90,72,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","2-Hexanone",".","591-78-6","N","SW8260C",2880,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,2389,120,53,145,0,2.1,0,20,3,"","Volatile GC/MS",90,83,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","4-Bromofluorobenzene (surr)",".","460-00-4","S","SW8260C",131,"=","",,0,"%",1,51.726,26.519321935,97.1,,1246,131,55,151,,2.2,,,3,"","Volatile GC/MS",90,69,"NRO",0,0,0
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","4-Chlorotoluene",".","106-43-4","N","SW8260C",692,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,86.8,72,124,0,1.9,0,20,3,"","Volatile GC/MS",90,9,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","4-Isopropyltoluene",".","99-87-6","N","SW8260C",710,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,89.1,73,127,0,1.4,0,20,3,"","Volatile GC/MS",90,14,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","4-Methyl-2-pentanone (MIBK)",".","108-10-1","N","SW8260C",2480,"=","",,132,"ug/Kg",1,51.726,26.519321935,97.1,,2389,104,65,135,0,2.1,0,20,3,"","Volatile GC/MS",90,12,"NRO",264,132,82.4
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Benzene",".","71-43-2","N","SW8260C",823,"=","",,6.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,103,77,121,0,2.6,0,20,3,"","Volatile GC/MS",90,1,"NRO",13.2,6.6,4.12
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Bromobenzene",".","108-86-1","N","SW8260C",734,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,92.2,78,121,0,2,0,20,3,"","Volatile GC/MS",90,40,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Bromochloromethane",".","74-97-5","N","SW8260C",836,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,78,125,0,2.9,0,20,3,"","Volatile GC/MS",90,44,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Bromodichloromethane",".","75-27-4","N","SW8260C",831,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,104,75,127,0,2.8,0,20,3,"","Volatile GC/MS",90,50,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Bromoform",".","75-25-2","N","SW8260C",780,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,97.9,67,132,0,1.5,0,20,3,"","Volatile GC/MS",90,59,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Bromomethane",".","74-83-9","N","SW8260C",1070,"=","",,106,"ug/Kg",1,51.726,26.519321935,97.1,,796,134,53,143,0,9.9,0,20,3,"","Volatile GC/MS",90,43,"NRO",211,106,65.5
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Carbon disulfide",".","75-15-0","N","SW8260C",1670,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,1194,140,63,132,0,4,0,20,3,"","Volatile GC/MS",90,5,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Carbon tetrachloride",".","56-23-5","N","SW8260C",816,"=","",,6.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,102,70,135,0,3.6,0,20,3,"","Volatile GC/MS",90,32,"NRO",13.2,6.6,4.12
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Chlorobenzene",".","108-90-7","N","SW8260C",768,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,96.4,79,120,0,2.8,0,20,3,"","Volatile GC/MS",90,10,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Chloroethane",".","75-00-3","N","SW8260C",837,"=","",,106,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,59,139,0,7.5,0,20,3,"","Volatile GC/MS",90,48,"NRO",211,106,65.5
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Chloroform",".","67-66-3","N","SW8260C",798,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,100,78,123,0,2.3,0,20,3,"","Volatile GC/MS",90,34,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Chloromethane",".","74-87-3","N","SW8260C",837,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,50,136,0,4.9,0,20,3,"","Volatile GC/MS",90,42,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","cis-1,2-Dichloroethene",".","156-59-2","N","SW8260C",835,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,77,123,0,3.2,0,20,3,"","Volatile GC/MS",90,13,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","cis-1,3-Dichloropropene",".","10061-01-5","N","SW8260C",853,"=","",,6.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,107,74,126,0,2.8,0,20,3,"","Volatile GC/MS",90,16,"NRO",13.2,6.6,4.12
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Dibromochloromethane",".","124-48-1","N","SW8260C",819,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,103,74,126,0,2.3,0,20,3,"","Volatile GC/MS",90,29,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Dibromomethane",".","74-95-3","N","SW8260C",817,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,103,78,125,0,2.8,0,20,3,"","Volatile GC/MS",90,20,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Dichlorodifluoromethane",".","75-71-8","N","SW8260C",777,"=","",,26.4,"ug/Kg",1,51.726,26.519321935,97.1,,796,97.5,29,149,0,2.2,0,20,3,"","Volatile GC/MS",90,47,"NRO",52.8,26.4,15.8
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Ethylbenzene",".","100-41-4","N","SW8260C",745,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,93.4,76,122,0,3.5,0,20,3,"","Volatile GC/MS",90,3,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Freon-113",".","76-13-1","N","SW8260C",1490,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,1194,125,66,136,0,2.5,0,20,3,"","Volatile GC/MS",90,99,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Hexachlorobutadiene",".","87-68-3","N","SW8260C",795,"=","",,10.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,99.8,61,135,0,1.4,0,20,3,"","Volatile GC/MS",90,81,"NRO",21.1,10.6,6.55
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Isopropylbenzene (Cumene)",".","98-82-8","N","SW8260C",695,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,87.2,68,134,0,1.9,0,20,3,"","Volatile GC/MS",90,82,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Methylene chloride",".","75-09-2","N","SW8260C",846,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,796,106,70,128,0,2.1,0,20,3,"","Volatile GC/MS",90,53,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Methyl-t-butyl ether",".","1634-04-4","N","SW8260C",1340,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,1194,113,73,125,0,1.1,0,20,3,"","Volatile GC/MS",90,15,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Naphthalene",".","91-20-3","N","SW8260C",666,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,83.6,62,129,0,0.72,0,20,3,"","Volatile GC/MS",90,57,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","n-Butylbenzene",".","104-51-8","N","SW8260C",786,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,98.7,70,128,0,4.4,0,20,3,"","Volatile GC/MS",90,4,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","n-Propylbenzene",".","103-65-1","N","SW8260C",684,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,85.9,73,125,0,0.39,0,20,3,"","Volatile GC/MS",90,17,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","o-Xylene",".","95-47-6","N","SW8260C",738,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,92.6,77,123,0,2.8,0,20,3,"","Volatile GC/MS",90,58,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","P & M -Xylene",".","P & M -Xylene","N","SW8260C",1510,"=","",,26.4,"ug/Kg",1,51.726,26.519321935,97.1,,1596,94.6,77,124,0,3.8,0,20,3,"","Volatile GC/MS",90,55,"NRO",52.8,26.4,15.8
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","sec-Butylbenzene",".","135-98-8","N","SW8260C",667,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,82.3,73,126,0,2.4,0,20,3,"","Volatile GC/MS",90,49,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Styrene",".","100-42-5","N","SW8260C",807,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,101,76,124,0,3.7,0,20,3,"","Volatile GC/MS",90,18,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","tert-Butylbenzene",".","98-06-6","N","SW8260C",654,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,82.1,73,125,0,1.9,0,20,3,"","Volatile GC/MS",90,66,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Tetrachloroethene",".","127-18-4","N","SW8260C",841,"=","",,6.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,103,73,128,19.1,6.7,0,20,3,"","Volatile GC/MS",90,27,"NRO",13.2,6.6,4.12
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Toluene",".","108-88-3","N","SW8260C",774,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,97.1,77,121,0,5.1,0,20,3,"","Volatile GC/MS",90,2,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Toluene-d8 (surr)",".","2037-26-5","S","SW8260C",108,"=","",,0,"%",1,51.726,26.519321935,97.1,,796,108,85,116,,2.1,,,3,"","Volatile GC/MS",90,68,"NRO",0,0,0
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","trans-1,2-Dichloroethene",".","156-60-5","N","SW8260C",832,"=","",,13.2,"ug/Kg",1,51.726,26.519321935,97.1,,796,104,74,125,0,1,0,20,3,"","Volatile GC/MS",90,75,"NRO",26.4,13.2,8.24
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","trans-1,3-Dichloropropene",".","10061-02-6","N","SW8260C",829,"=","",,6.6,"ug/Kg",1,51.726,26.519321935,97.1,,796,104,71,130,0,3.2,0,20,3,"","Volatile GC/MS",90,21,"NRO",13.2,6.6,4.12
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Trichloroethene",".","79-01-6","N","SW8260C",835,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,105,77,123,0,4.4,0,20,3,"","Volatile GC/MS",90,74,"NRO",10.6,5.3,3.27
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Trichlorofluoromethane",".","75-69-4","N","SW8260C",858,"=","",,26.4,"ug/Kg",1,51.726,26.519321935,97.1,,796,108,62,140,0,10.9,0,20,3,"","Volatile GC/MS",90,54,"NRO",52.8,26.4,15.8
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Vinyl acetate",".","108-05-4","N","SW8260C",971,"=","",,53,"ug/Kg",1,51.726,26.519321935,97.1,,796,122,50,151,0,3.7,0,20,3,"","Volatile GC/MS",90,99,"NRO",106,53,32.7
"","1178485007 MSD FOR [VXX31520]","2","10/07/2017 16:00","1420437","MSD","","10/12/2017 09:52","10/15/2017 11:34","VMS17325","VXX31520","SW5035A","10/15/2017 06:00","Vinyl chloride",".","75-01-4","N","SW8260C",894,"=","",,5.3,"ug/Kg",1,51.726,26.519321935,97.1,,796,112,56,135,0,0.62,0,20,3,"","Volatile GC/MS",90,46,"NRO",10.6,5.3,3.27
